10005	EBRP PD1
10007	EBRP FD1
10008	EBRP 4
10011	EBRP PD7
1001	EBRCS Call 1
1002	EBRCS IO 1
1003	EBRCS IO 2
1004	EBRCS IO 3
1005	EBRCS IO 4
1006	EBRCS IO 5
1007	CCCO Law 1
1008	CCCO Law 2
1009	CCCO Law 3
1011	ALCO Law 1
1012	ALCO Law 2
1013	ALCO Law 3
1015	EBRCS Law 1
1016	EBRCS Law 2
1017	EBRCS Law 3
1019	CCCO West IO
1020	CCCO Central IO
1021	CCCO East IO
1022	ALCO NW IO
1023	ALCO SW IO
1024	ALCO East IO
1025	ALCO Fire 1
1026	CCCO Fire 1
1027	EBRCS Fire 1
1028	CCCO PW1
1029	ALCO PW 1
1030	CCCO EMS 1
1031	ALCO EMS 1
1032	BART
1033	ALCO EMS 2
1034	ALCO Fire 2
1035	CCCO Fire 2
1036	EBRCS Fire 2
1037	CCCO EMS 2
1038	EBRCS EMS 2
1039	EBRCS EMS 1
1042	ECC Intercom
1046	Helicopter-Grnd
1051	ALCO North EOC
1052	ALCO South EOC
1053	ALCO East EOC
1054	CCCO Central EOC
1055	CCCO West EOC
1056	CCCO East EOC
2050	Albany FD All
2055	Albany FD1
2056	Albany FD2
2057	Albany FD3
2058	Albany FD4
2059	Albany FD5
2105	Berkeley FD1
2106	Berkeley FD2
2112	Berkeley FD Emer
2255	Hayward FD
2405	Oakland FD1
2406	Oakland FD2
2407	Oakland FD3
2408	Oakland FD4
2409	Oakland FD5
2410	Oakland FD6
2411	Oakland FD7
2412	Oakland FD8
2413	Oakland FD9
2414	Oakland FD10
2416	Oakland FD12
2434	Oakland FD Siren
2455	Piedmont FD1
2600	ACFD Announce
2605	ACFD Dispatch 1
2606	ACFD Dispatch 2
2607	ACFD Dispatch 3
2608	ACFD Emergency
2650	ACFD Tone Outs
2652	ACFD Sta RngDwn
2654	ACFD BC RingDown
2661	ACFD Tac 3
2662	ACFD Tac 4
2663	ACFD Tac 5
2664	ACFD Tac 6
2665	ACFD Tac 7
2666	ACFD Tac 8
2667	ACFD Tac 9
2668	ACFD Tac 10
2669	ACFD Tac 11
2670	ACFD Command 10
2671	ACFD Command 11
2672	ACFD Command 12
2673	ACFD Command  13
2674	ACFD Command 14
2675	ACFD Command 15
2676	ACFD Command 16
2677	ACFD Command 17
2678	ACFD Command 18
2679	ACFD Command 19
2680	ACFD Command 20
2681	ACFD Tac 21
2682	ACFD Tac 22
2683	ACFD Tac 23
2684	ACFD Tac 24
2685	ACFD Tac 25
2686	ACFD Tac 26
2687	ACFD Tac 27
2688	ACFD Tac 28
2689	ACFD Tac 29
2690	ACFD Tac 30
2691	ACFD Tac 31
2692	ACFD Tac 32
2693	ACFD Tac 33
2694	ACFD Tac 34
2695	ACFD Tac 35
2696	ACFD Tac 36
2697	ACFD Tac 37
2698	ACFD Tac 38
2699	ACFD Tac 39
2700	ACFD Tac 40
2701	ACFD Tac 41
2702	ACFD Tac 42
2703	ACFD Tac 43
2704	ACFD Tac 44
2705	ACFD Tac 45
2706	ACFD Tac 46
2707	ACFD Tac 47
2708	ACFD Tac 48
2709	ACFD Tac 49
2710	ACFD Tac 50
2711	ACFD Tac 51
2712	ACFD Tac 52
2713	ACFD Tac 53
2714	ACFD Tac 54
2715	ACFD Tac 55
2716	ACFD Tac 56
2717	ACFD Tac 57
2718	ACFD Tac 58
2719	ACFD Tac 59
2720	ACFD Tac 60
2721	ACFD ICS 1
2722	ACFD ICS 2
2723	ACFD ICS 3
2724	ACFD ICS 4
2725	ACFD ICS 5
2726	ACFD ICS 6
2727	ACFD ICS 7
2728	ACFD ICS 8
2729	ACFD ICS 9
2730	ACFD ICS 10
2731	ACFD ICS 11
2732	ACFD ICS 12
2733	ACFD Prevention1
2734	ACFD Prevention2
2735	ACFD Prevention3
2736	ACFD Prevention4
2777	ACFD Training 71
2778	ACFD Training 72
2779	ACFD Training 73
2780	ACFD Training 74
2781	ACFD Training 75
2782	ACFD Training 76
2783	ACFD Training 77
2784	ACFD Training 78
2785	ACFD Training 79
2786	ACFD Training 80
2787	ACFD Training 81
2788	ACFD Training 82
2789	ACFD Training 83
2790	ACFD Training 84
2791	ACFD Training 85
2792	ACFD Training 86
2793	ACFD Training 87
2794	ACFD Training 88
2795	ACFD Training 89
2796	ACFD Training 90
2800	ACEMS Cmd 20
2801	ACEMS Tac 40
2802	ACEMS Tac 60
2803	ACEMS Tac 61
2804	ACEMS Tac 62
2805	ACEMS Tac 63
2806	ACEMS Tac 64
2807	ACEMS Tac 65
2808	ACEMS Tac 66
2809	ACEMS Tac 67
2810	ACEMS Tac 68
3005	Alameda PD1
3006	Alameda PD2
3007	Alameda PD3
3008	Alameda PD4
3009	Alameda PD5
3010	Alameda PD6
3011	Alameda PD7
3012	Alameda PD8
3013	Alameda PD9
3014	Alameda PD10
3055	Albany PD1
3056	Albany PD2
3057	Albany PD3
3058	Albany PD4
3059	Albany PD5
3105	Berkeley PD1
3106	Berkeley PD2
3108	Berkeley PD4
3110	Berkeley PD6
3112	Berkeley PD8
3155	Emeryville PD1
3156	Emeryville PD2
3157	Emeryville PD3
3205	Fremont PD1
3206	Fremont PD2
3207	Fremont PD3
3208	Fremont PD4
3210	Fremont PD6
3216	Fremont PD12
3255	Hayward PD1
3256	Hayward PD2
3257	Hayward PD3
3258	Hayward PD4
3259	Hayward PD5
3260	Hayward PD6
3355	Newark PD1
3356	Newark PD2
3405	Oakland PD1
3406	Oakland PD2
3407	Oakland PD3
3408	Oakland PD4
3409	Oakland PD5
3410	Oakland PD6
3411	Oakland PD7
3418	Oakland PD Tac 1
3419	Oakland PD Tac 2
3420	Oakland PD Tac 3
3421	Oakland PD Tac 4
3422	Oakland PD Tac 5
3423	Oakland PD Tac 6
3424	Oakland PD Tac 7
3425	Oakland PD Tac 8
3426	Oakland PD Tac 9
3447	Oakland HAPD 1
3448	Oakland HAPD 2
3455	Piedmont PD1
3463	Piedmont AC
3505	Pleasanton PD1
3506	Pleasanton PD2
3507	Pleasanton PD3
3508	Pleasanton PD4
3509	Pleasanton PD5
3511	Pleasanton PD7
3555	San Leandro PD1
3556	San Leandro PD2
3557	San Leandro PD3
3558	San Leandro PD4
3559	San Leandro PD5
3560	San Leandro PD6
3561	San Leandro PD7
3562	San Leandro PD8
3563	San Leandro PD9
3564	San Leandro PD10
3605	UCB PD1 DSP
3606	UCB PD2
3607	UCB PD3 INV
3608	UCB PD4 ENF
3609	UCB PD5 TAC
3611	UCB PD7 CSO1
3612	UCB PD8 CSO2
3619	UCB Bear Transit
3655	Union City PD1
3656	Union City PD2
3659	Union City PD5
3660	Union City PD6
3705	ACSO Dispatch 1
3706	ACSO Service 1
3707	ACSO Dispatch 2
3708	ACSO Service 2
3709	ACSO Dispatch 3
3710	ACSO Service 3
3711	ACSO Tac 7
3715	ACSO Highland
3719	ACSO Admin
3720	ACSO Field Svcs
3721	ACSO Coroner
3722	ACSO Civil
3723	ACSO Transp
3724	ACSO Bailiff
3725	ACSO Berkeley CH
3726	ACSO Oakland CH
3727	ACSO Alameda HOJ
3728	ACSO Hayward HOJ
3729	ACSO Fremont HOJ
3730	ACSO Plesntn HOJ
3731	ACSO JJC CH
3733	ACSO SRJ 1
3734	ACSO SRJ 2
3735	ACSO SRJ 3
3736	ACSO SRJ 4
3737	ACSO SRJ 5
3740	ACSO GDDF 1
3741	ACSO GDDF 2
3742	ACSO GDDF 3
3743	ACSO GDDF 4
3744	ACSO GDDF 5
3746	ALCO Juv Hall
3747	ALCO Juv Hall
3749	ALCO Juv Hall
4005	Alameda PW
4015	Alameda Muni Pwr
4019	Alameda HA
4055	Albany PW
4155	Emeryville PW1
4205	Fremont PW
4206	Fremont PW Str1
4207	Fremont PW Str2
4219	Fremont AC
4220	Fremont Park
4263	HARD Rangers
4306	Livermore PW Swr
4310	LVK Airport
4311	LivermorePW Str1
4312	LivermorePW Str2
4313	Livermore PW Wtr
4317	LARPD Ranger
4355	Newark PW1
4405	Oakland PW
4407	OaklandPW Street
4415	Oakland PW Sewer
4421	Oakland Parking1
4422	Oakland Parking2
4423	Oakland Parking3
4513	Pleasanton Para
4555	San Leandro PW1
4556	San Leandro PW2
4606	Union City PW2
4608	UC Transit Local
4609	UC Transit Para
4610	UC Transit Wide
4611	UC Transit Admin
4701	ALCO PW1
4703	ALCO PW3
4704	ALCO PW4
4705	ALCO PW5
4708	ALCO PW8
4709	ALCO PW9
5002	LAVTA1
5003	LAVTA2
5004	LAVTA3
5005	LAVTA4
5006	LAVTA5
5023	ALCO Comm1
5032	ALCO BMD East
5033	ALCO BMD West
5057	ALCO Prp/Sal
5070	ALCO OES Ops
5071	ALCO OES Cmn
5072	ALCO OES East
5073	ALCO OES West
5093	OLSD Ops
5094	OLSD Ops
5095	OLSD Ops
5096	OLSD Ops
5097	OLSD Ops
5121	PRFTA 1
5123	OCCD PD1
5505	Alameda
5506	Alta Bates MC
5507	Childrens
5508	Eden MC
5509	Highland
5510	Kaiser Fremont
5511	Kaiser SL
5512	Kaiser Oakland
5513	St Rose
5514	San Leandro
5515	San Ramon RMC
5516	Summit
5517	Valley Care MC
5518	Washington
5519	Willow Rock Cntr
5530	ACMED1
5531	ACMED2
5532	ACMED3
5551	AMR 5551
5554	AMR 5554
5555	AMR CON-EMS
5556	AMR East
5557	AMR 5557
5605	Falck Amb Ops
5606	Falck Amb Admin
6004	CONFD J16
6006	CONFD B2
6007	CONFD B3
6008	CONFD B4
6009	CONFD B5
6010	CONFD B6
6011	CONFD B7
6012	CONFD B8
6013	CONFD B9
6014	CONFD B10
6015	CONFD I3
6016	CONFD I4
6017	CONFD I5
6018	CONFD I6
6021	CONFD I9
6022	CONFD I10
6023	CONFD I2
6027	CONFD I16
6031	CONFD C2
6032	CONFD C3
6033	CONFD C4
6034	CONFD C5
6035	CONFD C6
6036	CONFD C7
6037	CONFD C8
6038	CONFD C9
6039	CONFD C10
6041	CONFD E2
6042	CONFD E3
6043	CONFD E4
6044	CONFD E5
6045	CONFD E6
6046	CONFD E7
6047	CONFD E8
6048	CONFD E9
6049	CONFD E10
6051	CONFD EMER
6052	CONFD B1 Cen
6053	CONFD C1 Est
6054	CONFD E1 Wst
6055	CONFD ADM C
6056	CONFD ADM E
6057	CONFD ADM W
6058	CONFD PREV
6059	CONFD INVEST
6060	CONFD LOGS
6061	CONFD P1
6062	CONFD P2
6063	CONFD P3
6064	CONFD P4
6065	CONFD P5
6066	CONFD P6
6067	CONFD P7
6068	CONFD P8
6069	CONFD P9
6070	CONFD P10
6071	CONFD P11
6072	CONFD P12
6073	CONFD P13
6074	CONFD P14
6075	CONFD P15
6076	CONFD P16
6077	XCC CC1
6078	XCC C1
6079	XCC PIO
6080	XCC INT 1
6081	XCC INT 2
6082	XCC INT 3
6084	John Muir MC WC
6085	John Muir MC Con
6086	San Ramon RMC
6087	Kaiser WC
6088	CCRMC
6089	Kaiser Antioch
6090	Sutter Delta MC
6091	Kaiser Richmond
6092	Doctors MC
6093	CONFD I1
6094	CCCO EMS 3
6095	CCCO EMS 4
6096	CONFD J1
6097	CONFD J2
6098	CONFD J3
6099	CONFD J4
6300	Richmond FD Ann
6305	Richmond FD1
6306	Richmond FD2
6307	Richmond FD3
6308	Richmond FD4
6309	Richmond FD5
6310	Richmond FD6
6311	Richmond FD7
6312	Richmond FD8
6313	Richmond FD9
6316	Richmond FD12
6405	SRVFPD1
6406	SRVFPD2
6407	SRVFPD3
6408	SRVFPD4
6409	SRVFPD5
6410	SRVFPD6
6411	SRVFPD7
6412	SRVFPD8
6413	CONFD I7
6414	CONFD I8
6415	SRVFPD EM
6455	Benicia FD1
6456	Benicia FD2
6457	Benicia FD3
65496	Radio Techs
65497	Radio Techs
65502	Radio Techs
65530	Radio Techs
65531	Radio Techs
7056	Brentwood PD2
7108	Clayton PD4
7155	Concord PD1
7169	Concord PD2
7170	Concord PD3
7255	Her/Pin PD1
7256	Her/Pin PD2
7257	Hercules PD3
7259	Hercules PD5
7305	Martinez PD1
7306	Martinez PD2
7307	Martinez PD3
7308	Martinez PD4
7309	Martinez PD5
7405	Pittsburg PD1
7406	Pittsburg PD2
7455	PleasantHill PD1
7456	PleasantHill PD2
7505	Richmond PD1
7506	Richmond PD2
7507	Richmond PD3
7509	Richmond PD5
7556	San Ramon PD1
7557	San Ramon PD2
7559	San Ramon PD4
7560	San Ramon PD5
7605	Walnut Creek PD1
7606	Walnut Creek PD2
7607	Walnut Creek PD3
7608	Walnut Creek PD4
7609	Walnut Creek PD5
7612	Walnut Creek PD8
7655	San Pablo PD1
7705	CCSO Admin
7709	COCO SAR 1
7712	CCSO Central
7713	CCSO MSC
7715	CCSO East
7716	CCSO Pit Hosp
7717	CCSO Ant Hosp
7718	CCSO Rich Hosp
7722	CCSO Tac2 C
7723	CCSO Tac3 E
7724	CCSO Tac1 W
7725	CCSO Training
7726	CCSO West
7727	CCCO OES 1
7728	CCCO AC
7805	CCCO Probation 1
7806	CCCO Probation 2
7905	Benicia PD1
7906	Benicia PD2
7955	Vallejo PD1
8105	Clayton PW
8158	Concord PR
8205	El Cerrito PW1
8206	El Cerrito PW2
8255	Hercules PW1
8256	Hercules PW2
8405	Pinole PW1
8406	Pinole PW2
8555	Richmond PW 1
8556	Richmond PW 2
8605	San Pablo PW1
8606	San Pablo PW2
8658	San Ramon PW
8659	San Ramon PW
8663	San Ramon PW
8666	San Ramon PW
8906	Danville SE
